state,end,value,type
Alabama,10/3/2015,3457,h
Alabama,10/10/2015,2705,h
Alabama,10/17/2015,2785,h
Alabama,10/24/2015,2781,h
Alabama,10/31/2015,3802,h
Alabama,11/7/2015,2830,h
Alabama,11/14/2015,3013,h
Alabama,11/21/2015,2489,h
Alabama,11/28/2015,3645,h
Alabama,12/5/2015,3541,h
Alabama,12/12/2015,3329,h
Alabama,12/19/2015,3302,h
Alabama,12/26/2015,6574,h
Alabama,1/2/2016,8151,h
Alabama,1/9/2016,4737,h
Alabama,1/16/2016,3226,h
Alabama,1/23/2016,3392,h
Alabama,1/30/2016,2909,h
Alabama,2/6/2016,2538,h
Alabama,2/13/2016,2715,h
Alabama,2/20/2016,2632,h
Alabama,2/27/2016,3364,h
Alabama,3/5/2016,2574,h
Alabama,3/12/2016,2430,h
Alabama,3/19/2016,2939,h
Alabama,3/26/2016,3269,h
Alabama,4/2/2016,3166,h
Alabama,4/9/2016,2626,h
Alabama,4/16/2016,2579,h
Alabama,4/23/2016,2505,h
Alabama,4/30/2016,2982,h
Alabama,5/7/2016,3162,h
Alabama,5/14/2016,3193,h
Alabama,5/21/2016,3483,h
Alabama,5/28/2016,3438,h
Alabama,6/4/2016,3131,h
Alabama,6/11/2016,3032,h
Alabama,6/18/2016,2806,h
Alabama,6/25/2016,3091,h
Alabama,7/2/2016,3551,h
Alabama,7/9/2016,6402,h
Alabama,7/16/2016,3889,h
Alabama,7/23/2016,2981,h
Alabama,7/30/2016,2983,h
Alabama,8/6/2016,2739,h
Alabama,8/13/2016,2654,h
Alabama,8/20/2016,2560,h
Alabama,8/27/2016,2549,h
Alabama,9/3/2016,2225,h
Alabama,9/10/2016,2403,h
Alabama,9/17/2016,2473,h
Alabama,9/24/2016,2488,h
Alabama,10/1/2016,3056,h
Alabama,10/8/2016,2882,h
Alabama,10/15/2016,2561,h
Alabama,10/22/2016,2754,h
Alabama,10/29/2016,3035,h
Alabama,11/5/2016,2591,h
Alabama,11/12/2016,2808,h
Alabama,11/19/2016,2324,h
Alabama,11/26/2016,4033,h
Alabama,12/3/2016,3146,h
Alabama,12/10/2016,3402,h
Alabama,12/17/2016,3677,h
Alabama,12/24/2016,4790,h
Alabama,12/31/2016,7520,h
Alabama,1/7/2017,4445,h
Alabama,1/14/2017,2960,h
Alabama,1/21/2017,2936,h
Alabama,1/28/2017,2718,h
Alabama,2/4/2017,2412,h
Alabama,2/11/2017,2563,h
Alabama,2/18/2017,1915,h
Alabama,2/25/2017,2146,h
Alabama,3/4/2017,2495,h
Alabama,3/11/2017,2336,h
Alabama,3/18/2017,2527,h
Alabama,3/25/2017,2602,h
Alabama,4/1/2017,2769,h
Alabama,4/8/2017,2564,h
Alabama,4/15/2017,2483,h
Alabama,4/22/2017,2268,h
Alabama,4/29/2017,2428,h
Alabama,5/6/2017,2892,h
Alabama,5/13/2017,2809,h
Alabama,5/20/2017,3127,h
Alabama,5/27/2017,3397,h
Alabama,6/3/2017,3140,h
Alabama,6/10/2017,2655,h
Alabama,6/17/2017,2751,h
Alabama,6/24/2017,4246,h
Alabama,7/1/2017,3704,h
Alabama,7/8/2017,6476,h
Alabama,7/15/2017,3736,h
Alabama,7/22/2017,2529,h
Alabama,7/29/2017,2558,h
Alabama,8/5/2017,2520,h
Alabama,8/12/2017,2478,h
Alabama,8/19/2017,2330,h
Alabama,8/26/2017,2254,h
Alabama,9/2/2017,2085,h
Alabama,9/9/2017,2206,h
Alabama,9/16/2017,2252,h
Alabama,9/23/2017,2111,h
Alabama,9/30/2017,2713,h
Alabama,10/7/2017,2338,h
Alabama,10/14/2017,2278,h
Alabama,10/21/2017,2311,h
Alabama,10/28/2017,2505,h
Alabama,11/4/2017,2209,h
Alabama,11/11/2017,2798,h
Alabama,11/18/2017,2327,h
Alabama,11/25/2017,4721,h
Alabama,12/2/2017,3218,h
Alabama,12/9/2017,2737,h
Alabama,12/16/2017,4095,h
Alabama,12/23/2017,4252,h
Alabama,12/30/2017,7534,h
Alabama,1/6/2018,4387,h
Alabama,1/13/2018,2701,h
Alabama,1/20/2018,3134,h
Alabama,1/27/2018,2455,h
Alabama,2/3/2018,2255,h
Alabama,2/10/2018,2314,h
Alabama,2/17/2018,2168,h
Alabama,2/24/2018,2013,h
Alabama,3/3/2018,2115,h
Alabama,3/10/2018,2341,h
Alabama,3/17/2018,2170,h
Alabama,3/24/2018,2356,h
Alabama,3/31/2018,2462,h
Alabama,4/7/2018,1995,h
Alabama,4/14/2018,2052,h
Alabama,4/21/2018,2036,h
Alabama,4/28/2018,2564,h
Alabama,5/5/2018,3646,h
Alabama,5/12/2018,4091,h
Alabama,5/19/2018,3254,h
Alabama,5/26/2018,3093,h
Alabama,6/2/2018,2891,h
Alabama,6/9/2018,2451,h
Alabama,6/16/2018,2802,h
Alabama,6/23/2018,2687,h
Alabama,6/30/2018,3308,h
Alabama,7/7/2018,6083,h
Alabama,7/14/2018,2722,h
Alabama,7/21/2018,2297,h
Alabama,7/28/2018,2360,h
Alabama,8/4/2018,2296,h
Alabama,8/11/2018,2151,h
Alabama,8/18/2018,2048,h
Alabama,8/25/2018,1987,h
Alabama,9/1/2018,1798,h
Alabama,9/8/2018,2007,h
Alabama,9/15/2018,1961,h
Alabama,9/22/2018,2064,h
Alabama,9/29/2018,2236,h
Alabama,10/6/2018,2270,h
Alabama,10/13/2018,2782,h
Alabama,10/20/2018,1872,h
Alabama,10/27/2018,2342,h
Alabama,11/3/2018,2278,h
Alabama,11/10/2018,2509,h
Alabama,11/17/2018,2550,h
Alabama,11/24/2018,3212,h
Alabama,12/1/2018,2651,h
Alabama,12/8/2018,2544,h
Alabama,12/15/2018,3177,h
Alabama,12/22/2018,3657,h
Alabama,12/29/2018,6660,h
Alabama,1/5/2019,4386,h
Alabama,1/12/2019,3217,h
Alabama,1/19/2019,2414,h
Alabama,1/26/2019,2505,h
Alabama,2/2/2019,2659,h
Alabama,2/9/2019,1960,h
Alabama,2/16/2019,2193,h
Alabama,2/23/2019,2306,h
Alabama,3/2/2019,2106,h
Alabama,3/9/2019,2149,h
Alabama,3/16/2019,2220,h
Alabama,3/23/2019,2250,h
Alabama,3/30/2019,2891,h
Alabama,4/6/2019,2381,h
Alabama,4/13/2019,1935,h
Alabama,4/20/2019,1920,h
Alabama,4/27/2019,2474,h
Alabama,5/4/2019,2404,h
Alabama,5/11/2019,2481,h
Alabama,5/18/2019,2729,h
Alabama,5/25/2019,2929,h
Alabama,6/1/2019,2790,h
Alabama,6/8/2019,2422,h
Alabama,6/15/2019,2380,h
Alabama,6/22/2019,3278,h
Alabama,6/29/2019,2363,h
Alabama,7/6/2019,4293,h
Alabama,7/13/2019,2785,h
Alabama,7/20/2019,2292,h
Alabama,7/27/2019,2425,h
Alabama,8/3/2019,2195,h
Alabama,8/10/2019,2123,h
Alabama,8/17/2019,2055,h
Alabama,8/24/2019,2135,h
Alabama,8/31/2019,1769,h
Alabama,9/7/2019,2081,h
Alabama,9/14/2019,1999,h
Alabama,9/21/2019,1879,h
Alabama,9/28/2019,2057,h
Alabama,10/5/2019,2161,h
Alabama,10/12/2019,1703,h
Alabama,10/19/2019,1984,h
Alabama,10/26/2019,1977,h
Alabama,11/2/2019,2208,h
Alabama,11/9/2019,1888,h
Alabama,11/16/2019,2290,h
Alabama,11/23/2019,2032,h
Alabama,11/30/2019,3227,h
Alabama,12/7/2019,2362,h
Alabama,12/14/2019,3163,h
Alabama,12/21/2019,3200,h
Alabama,12/28/2019,4779,h
Alabama,1/4/2020,3629,h
Alabama,1/11/2020,2483,h
Alabama,1/18/2020,2129,h
Alabama,1/25/2020,2170,h
Alabama,2/1/2020,2366,h
Alabama,2/8/2020,2138,h
Alabama,2/15/2020,2181,h
Alabama,2/22/2020,1952,h
Alabama,3/7/2020,2160,h
Alabama,3/14/2020,1819,h
Alabama,3/21/2020,9490,a
Alaska,1/8/2000,2626,h
Alaska,1/15/2000,1934,h
Alaska,1/22/2000,2069,h
Alaska,1/29/2000,2052,h
Alaska,2/5/2000,1897,h
Alaska,2/12/2000,1810,h
Alaska,2/19/2000,1584,h
Alaska,2/26/2000,1896,h
Alaska,3/4/2000,2174,h
Alaska,3/11/2000,1956,h
Alaska,3/18/2000,1904,h
Alaska,3/25/2000,2029,h
Alaska,4/1/2000,2287,h
Alaska,4/8/2000,1808,h
Alaska,4/15/2000,1825,h
Alaska,4/22/2000,1701,h
Alaska,4/29/2000,1774,h
Alaska,5/6/2000,1592,h
Alaska,5/13/2000,1642,h
Alaska,5/20/2000,1588,h
Alaska,5/27/2000,1677,h
Alaska,6/3/2000,1807,h
Alaska,6/10/2000,1477,h
Alaska,6/17/2000,1354,h
Alaska,6/24/2000,1474,h
Alaska,7/1/2000,1262,h
Alaska,7/8/2000,1439,h
Alaska,7/15/2000,1376,h
Alaska,7/22/2000,1310,h
Alaska,7/29/2000,1382,h
Alaska,8/5/2000,1361,h
Alaska,8/12/2000,1336,h
Alaska,8/19/2000,1336,h
Alaska,8/26/2000,1418,h
Alaska,9/2/2000,1574,h
Alaska,9/9/2000,1626,h
Alaska,9/16/2000,1543,h
Alaska,9/23/2000,1648,h
Alaska,9/30/2000,1946,h
Alaska,10/7/2000,1713,h
Alaska,10/14/2000,1722,h
Alaska,10/21/2000,1937,h
Alaska,10/28/2000,2266,h
Alaska,11/4/2000,2054,h
Alaska,11/11/2000,2149,h
Alaska,11/18/2000,1575,h
Alaska,11/25/2000,1940,h
Alaska,12/2/2000,1939,h
Alaska,12/9/2000,1855,h
Alaska,12/16/2000,2368,h
Alaska,12/23/2000,1860,h
Alaska,12/30/2000,2670,h
Alaska,1/6/2001,2552,h
Alaska,1/13/2001,1778,h
Alaska,1/20/2001,1901,h
Alaska,1/27/2001,1835,h
Alaska,2/3/2001,1810,h
Alaska,2/10/2001,1645,h
Alaska,2/17/2001,1618,h
Alaska,2/24/2001,1732,h
Alaska,3/3/2001,2011,h
Alaska,3/10/2001,1857,h
Alaska,3/17/2001,1788,h
Alaska,3/24/2001,1762,h
Alaska,3/31/2001,2008,h
Alaska,4/7/2001,1756,h
Alaska,4/14/2001,1559,h
Alaska,4/21/2001,1615,h
Alaska,4/28/2001,1669,h
Alaska,5/5/2001,1558,h
Alaska,5/12/2001,1455,h
Alaska,5/19/2001,1443,h
Alaska,5/26/2001,1342,h
Alaska,6/2/2001,1525,h
Alaska,6/9/2001,1365,h
Alaska,6/16/2001,1363,h
Alaska,6/23/2001,1363,h
Alaska,6/30/2001,1330,h
Alaska,7/7/2001,1318,h
Alaska,7/14/2001,1175,h
Alaska,7/21/2001,1164,h
Alaska,7/28/2001,1203,h
Alaska,8/4/2001,1162,h
Alaska,8/11/2001,1108,h
Alaska,8/18/2001,1143,h
Alaska,8/25/2001,1113,h
Alaska,9/1/2001,1290,h
Alaska,9/8/2001,1490,h
Alaska,9/15/2001,1738,h
Alaska,9/22/2001,1795,h
Alaska,9/29/2001,1946,h
Alaska,10/6/2001,1765,h
Alaska,10/13/2001,1846,h
Alaska,10/20/2001,2327,h
Alaska,10/27/2001,2325,h
Alaska,11/3/2001,2170,h
Alaska,11/10/2001,1943,h
Alaska,11/17/2001,1620,h
Alaska,11/24/2001,2158,h
Alaska,12/1/2001,2081,h
Alaska,12/8/2001,1689,h
Alaska,12/15/2001,2030,h
Alaska,12/22/2001,1894,h
Alaska,12/29/2001,2448,h
Alaska,1/5/2002,2701,h
Alaska,1/12/2002,2163,h
Alaska,1/19/2002,1892,h
Alaska,1/26/2002,1930,h
Alaska,2/2/2002,1191,h
Alaska,2/9/2002,1766,h
Alaska,2/16/2002,1764,h
Alaska,2/23/2002,1875,h
Alaska,3/2/2002,1931,h
Alaska,3/9/2002,1798,h
Alaska,3/16/2002,1905,h
Alaska,3/23/2002,3446,h
Alaska,3/30/2002,3609,h
Alaska,4/6/2002,2439,h
Alaska,4/13/2002,1988,h
Alaska,4/20/2002,1899,h
Alaska,4/27/2002,1710,h
Alaska,5/4/2002,1728,h
Alaska,5/11/2002,1463,h
Alaska,5/18/2002,1798,h
Alaska,5/25/2002,1487,h
Alaska,6/1/2002,1798,h
Alaska,6/8/2002,1486,h
Alaska,6/15/2002,1295,h
Alaska,6/22/2002,1427,h
Alaska,6/29/2002,1316,h
Alaska,7/6/2002,1568,h
Alaska,7/13/2002,1542,h
Alaska,7/20/2002,1381,h
Alaska,7/27/2002,1439,h
Alaska,8/3/2002,1330,h
Alaska,8/10/2002,1423,h
Alaska,8/17/2002,1445,h
Alaska,8/24/2002,1302,h
Alaska,8/31/2002,1403,h
Alaska,9/7/2002,1787,h
Alaska,9/14/2002,1879,h
Alaska,9/21/2002,1856,h
Alaska,9/28/2002,2165,h
Alaska,10/5/2002,2186,h
Alaska,10/12/2002,1770,h
Alaska,10/19/2002,2359,h
Alaska,10/26/2002,2119,h
Alaska,11/2/2002,2165,h
Alaska,11/9/2002,2025,h
Alaska,11/16/2002,2103,h
Alaska,11/23/2002,1758,h
Alaska,11/30/2002,2193,h
Alaska,12/7/2002,1857,h
Alaska,12/14/2002,2273,h
Alaska,12/21/2002,2091,h
Alaska,12/28/2002,2476,h
Alaska,1/4/2003,3198,h
Alaska,1/11/2003,2669,h
Alaska,1/18/2003,2023,h
Alaska,1/25/2003,2244,h
Alaska,2/1/2003,2068,h
Alaska,2/8/2003,1968,h
Alaska,2/15/2003,1726,h
Alaska,2/22/2003,1881,h
Alaska,3/1/2003,1900,h
Alaska,3/8/2003,1857,h
Alaska,3/15/2003,1964,h
Alaska,3/22/2003,2340,h
Alaska,3/29/2003,2016,h
Alaska,4/5/2003,2288,h
Alaska,4/12/2003,2078,h
Alaska,4/19/2003,1896,h
Alaska,4/26/2003,1652,h
Alaska,5/3/2003,1963,h
Alaska,5/10/2003,1744,h
Alaska,5/17/2003,1880,h
Alaska,5/24/2003,1526,h
Alaska,5/31/2003,1879,h
Alaska,6/7/2003,1549,h
Alaska,6/14/2003,1513,h
Alaska,6/21/2003,1445,h
Alaska,6/28/2003,1429,h
Alaska,7/5/2003,1555,h
Alaska,7/12/2003,1458,h
Alaska,7/19/2003,1269,h
Alaska,7/26/2003,1281,h
Alaska,8/2/2003,1231,h
Alaska,8/9/2003,1336,h
Alaska,8/16/2003,1318,h
Alaska,8/23/2003,1279,h
Alaska,8/30/2003,1361,h
Alaska,9/6/2003,1512,h
Alaska,9/13/2003,1947,h
Alaska,9/20/2003,2022,h
Alaska,9/27/2003,2034,h
Alaska,10/4/2003,2144,h
Alaska,10/11/2003,1846,h
Alaska,10/18/2003,2552,h
Alaska,10/25/2003,2225,h
Alaska,11/1/2003,2381,h
Alaska,11/8/2003,2058,h
Alaska,11/15/2003,2402,h
Alaska,11/22/2003,1761,h
Alaska,11/29/2003,2283,h
Alaska,12/6/2003,1842,h
Alaska,12/13/2003,2109,h
Alaska,12/20/2003,1997,h
Alaska,12/27/2003,2374,h
Alaska,1/3/2004,3005,h
Alaska,1/10/2004,1458,h
Alaska,1/17/2004,2927,h
Alaska,1/24/2004,2175,h
Alaska,1/31/2004,2061,h
Alaska,2/7/2004,1904,h
Alaska,2/14/2004,1535,h
Alaska,2/21/2004,1765,h
Alaska,2/28/2004,1837,h
Alaska,3/6/2004,1698,h
Alaska,3/13/2004,1739,h
Alaska,3/20/2004,2027,h
Alaska,3/27/2004,2093,h
Alaska,4/3/2004,2045,h
Alaska,4/10/2004,1682,h
Alaska,4/17/2004,1582,h
Alaska,4/24/2004,1534,h
Alaska,5/1/2004,1537,h
Alaska,5/8/2004,1450,h
Alaska,5/15/2004,1716,h
Alaska,5/22/2004,1498,h
Alaska,5/29/2004,1521,h
Alaska,6/5/2004,1338,h
Alaska,6/12/2004,1523,h
Alaska,6/19/2004,1191,h
Alaska,6/26/2004,1343,h
Alaska,7/3/2004,1219,h
Alaska,7/10/2004,1316,h
Alaska,7/17/2004,1212,h
Alaska,7/24/2004,1161,h
Alaska,7/31/2004,1294,h
Alaska,8/7/2004,1210,h
Alaska,8/14/2004,1173,h
Alaska,8/21/2004,1269,h
Alaska,8/28/2004,1307,h
Alaska,9/4/2004,1269,h
Alaska,9/11/2004,1720,h
Alaska,9/18/2004,2119,h
Alaska,9/25/2004,2219,h
Alaska,10/2/2004,2189,h
Alaska,10/9/2004,1835,h
Alaska,10/16/2004,1878,h
Alaska,10/23/2004,2045,h
Alaska,10/30/2004,2408,h
Alaska,11/6/2004,1929,h
Alaska,11/13/2004,2318,h
Alaska,11/20/2004,1618,h
Alaska,11/27/2004,2104,h
Alaska,12/4/2004,1773,h
Alaska,12/11/2004,1917,h
Alaska,12/18/2004,1891,h
Alaska,12/25/2004,1960,h
Alaska,1/1/2005,3287,h
Alaska,1/8/2005,2329,h
Alaska,1/15/2005,1960,h
Alaska,1/22/2005,2006,h
Alaska,1/29/2005,2001,h
Alaska,2/5/2005,1758,h
Alaska,2/12/2005,1705,h
Alaska,2/19/2005,1543,h
Alaska,2/26/2005,1717,h
Alaska,3/5/2005,1710,h
Alaska,3/12/2005,1819,h
Alaska,3/19/2005,1787,h
Alaska,3/26/2005,2019,h
Alaska,4/2/2005,2012,h
Alaska,4/9/2005,1848,h
Alaska,4/16/2005,1587,h
Alaska,4/23/2005,1540,h
Alaska,4/30/2005,1646,h
Alaska,5/7/2005,1547,h
Alaska,5/14/2005,1504,h
Alaska,5/21/2005,1475,h
Alaska,5/28/2005,1393,h
Alaska,6/4/2005,1331,h
Alaska,6/11/2005,1420,h
Alaska,6/18/2005,1255,h
Alaska,6/25/2005,1092,h
Alaska,7/2/2005,1151,h
Alaska,7/9/2005,1199,h
Alaska,7/16/2005,1079,h
Alaska,7/23/2005,1095,h
Alaska,7/30/2005,1130,h
Alaska,8/6/2005,1087,h
Alaska,8/13/2005,1081,h
Alaska,8/20/2005,1304,h
Alaska,8/27/2005,1433,h
Alaska,9/3/2005,1238,h
Alaska,9/10/2005,1835,h
Alaska,9/17/2005,1889,h
Alaska,9/24/2005,2156,h
Alaska,10/1/2005,2078,h
Alaska,10/8/2005,1953,h
Alaska,10/15/2005,1971,h
Alaska,10/22/2005,2270,h
Alaska,10/29/2005,2258,h
Alaska,11/5/2005,2059,h
Alaska,11/12/2005,2457,h
Alaska,11/19/2005,1558,h
Alaska,11/26/2005,2093,h
Alaska,12/3/2005,1888,h
Alaska,12/10/2005,2166,h
Alaska,12/17/2005,2199,h
Alaska,12/24/2005,1878,h
Alaska,12/31/2005,2836,h
Alaska,1/7/2006,2361,h
Alaska,1/14/2006,1904,h
Alaska,1/21/2006,1940,h
Alaska,1/28/2006,1864,h
Alaska,2/4/2006,1700,h
Alaska,2/11/2006,1483,h
Alaska,2/18/2006,1474,h
Alaska,2/25/2006,1622,h
Alaska,3/4/2006,1534,h
Alaska,3/11/2006,1736,h
Alaska,3/18/2006,1662,h
Alaska,3/25/2006,1521,h
Alaska,4/1/2006,1803,h
Alaska,4/8/2006,1486,h
Alaska,4/15/2006,1616,h
Alaska,4/22/2006,1488,h
Alaska,4/29/2006,1610,h
Alaska,5/6/2006,1473,h
Alaska,5/13/2006,1281,h
Alaska,5/20/2006,1438,h
Alaska,5/27/2006,1458,h
Alaska,6/3/2006,1359,h
Alaska,6/10/2006,1435,h
Alaska,6/17/2006,1184,h
Alaska,6/24/2006,1094,h
Alaska,7/1/2006,1228,h
Alaska,7/8/2006,1357,h
Alaska,7/15/2006,1183,h
Alaska,7/22/2006,1153,h
Alaska,7/29/2006,1156,h
Alaska,8/5/2006,1095,h
Alaska,8/12/2006,1091,h
Alaska,8/19/2006,1171,h
Alaska,8/26/2006,1245,h
Alaska,9/2/2006,1214,h
Alaska,9/9/2006,1370,h
Alaska,9/16/2006,1477,h
Alaska,9/23/2006,1400,h
Alaska,9/30/2006,2315,h
Alaska,10/7/2006,1927,h
Alaska,10/14/2006,1714,h
Alaska,10/21/2006,1887,h
Alaska,10/28/2006,2257,h
Alaska,11/4/2006,1988,h
Alaska,11/11/2006,2531,h
Alaska,11/18/2006,1564,h
Alaska,11/25/2006,2061,h
Alaska,12/2/2006,1754,h
Alaska,12/9/2006,1738,h
Alaska,12/16/2006,1776,h
Alaska,12/23/2006,1550,h
Alaska,12/30/2006,1479,h
Alaska,1/6/2007,3316,h
Alaska,1/13/2007,1836,h
Alaska,1/20/2007,1844,h
Alaska,1/27/2007,1711,h
Alaska,2/3/2007,1629,h
Alaska,2/10/2007,1487,h
Alaska,2/17/2007,1405,h
Alaska,2/24/2007,1519,h
Alaska,3/3/2007,1678,h
Alaska,3/10/2007,1641,h
Alaska,3/17/2007,1538,h
Alaska,3/24/2007,1319,h
Alaska,3/31/2007,1979,h
Alaska,4/7/2007,1448,h
Alaska,4/14/2007,1514,h
Alaska,4/21/2007,1400,h
Alaska,4/28/2007,1340,h
Alaska,5/5/2007,1271,h
Alaska,5/12/2007,1394,h
Alaska,5/19/2007,1605,h
Alaska,5/26/2007,1412,h
Alaska,6/2/2007,1367,h
Alaska,6/9/2007,1230,h
Alaska,6/16/2007,1065,h
Alaska,6/23/2007,1056,h
Alaska,6/30/2007,1267,h
Alaska,7/7/2007,1153,h
Alaska,7/14/2007,1016,h
Alaska,7/21/2007,1032,h
Alaska,7/28/2007,1071,h
Alaska,8/4/2007,1041,h
Alaska,8/11/2007,1015,h
Alaska,8/18/2007,1124,h
Alaska,8/25/2007,1142,h
Alaska,9/1/2007,1133,h
Alaska,9/8/2007,1266,h
Alaska,9/15/2007,1407,h
Alaska,9/22/2007,1349,h
Alaska,9/29/2007,1490,h
Alaska,10/6/2007,2270,h
Alaska,10/13/2007,1642,h
Alaska,10/20/2007,1849,h
Alaska,10/27/2007,1949,h
Alaska,11/3/2007,2073,h
Alaska,11/10/2007,1887,h
Alaska,11/17/2007,1498,h
Alaska,11/24/2007,1911,h
Alaska,12/1/2007,1843,h
Alaska,12/8/2007,1695,h
Alaska,12/15/2007,1810,h
Alaska,12/22/2007,1385,h
Alaska,12/29/2007,1584,h
Alaska,1/5/2008,3181,h
Alaska,1/12/2008,2097,h
Alaska,1/19/2008,1701,h
Alaska,1/26/2008,1893,h
Alaska,2/2/2008,1634,h
Alaska,2/9/2008,1481,h
Alaska,2/16/2008,1475,h
Alaska,2/23/2008,1461,h
Alaska,3/1/2008,1588,h
Alaska,3/8/2008,1540,h
Alaska,3/15/2008,1552,h
Alaska,3/22/2008,1507,h
Alaska,3/29/2008,1267,h
Alaska,4/5/2008,2013,h
Alaska,4/12/2008,1648,h
Alaska,4/19/2008,1402,h
Alaska,4/26/2008,1481,h
Alaska,5/3/2008,1394,h
Alaska,5/10/2008,1344,h
Alaska,5/17/2008,1449,h
Alaska,5/24/2008,1381,h
Alaska,5/31/2008,1346,h
Alaska,6/7/2008,1317,h
Alaska,6/14/2008,1151,h
Alaska,6/21/2008,1110,h
Alaska,6/28/2008,830,h
Alaska,7/5/2008,1576,h
Alaska,7/12/2008,1197,h
Alaska,7/19/2008,1267,h
Alaska,7/26/2008,1215,h
Alaska,8/2/2008,1722,h
Alaska,8/9/2008,1353,h
Alaska,8/16/2008,1319,h
Alaska,8/23/2008,1277,h
Alaska,8/30/2008,1124,h
Alaska,9/6/2008,1129,h
Alaska,9/13/2008,1288,h
Alaska,9/20/2008,1372,h
Alaska,9/27/2008,1546,h
Alaska,10/4/2008,2111,h
Alaska,10/11/2008,1668,h
Alaska,10/18/2008,2113,h
Alaska,10/25/2008,2090,h
Alaska,11/1/2008,2227,h
Alaska,11/8/2008,1897,h
Alaska,11/15/2008,2097,h
Alaska,11/22/2008,1553,h
Alaska,11/29/2008,2009,h
Alaska,12/6/2008,1652,h
Alaska,12/13/2008,1833,h
Alaska,12/20/2008,1237,h
Alaska,12/27/2008,1512,h
Alaska,1/3/2009,4160,h
Alaska,1/10/2009,2653,h
Alaska,1/17/2009,2218,h
Alaska,1/24/2009,2808,h
Alaska,1/31/2009,2452,h
Alaska,2/7/2009,2072,h
Alaska,2/14/2009,1777,h
Alaska,2/21/2009,1972,h
Alaska,2/28/2009,2107,h
Alaska,3/7/2009,2014,h
Alaska,3/14/2009,1994,h
Alaska,3/21/2009,1904,h
Alaska,3/28/2009,1808,h
Alaska,4/4/2009,3166,h
Alaska,4/11/2009,2302,h
Alaska,4/18/2009,2029,h
Alaska,4/25/2009,2134,h
Alaska,5/2/2009,2002,h
Alaska,5/9/2009,1850,h
Alaska,5/16/2009,1912,h
Alaska,5/23/2009,2077,h
Alaska,5/30/2009,1969,h
Alaska,6/6/2009,1780,h
Alaska,6/13/2009,1615,h
Alaska,6/20/2009,1602,h
Alaska,6/27/2009,1385,h
Alaska,7/4/2009,2152,h
Alaska,7/11/2009,1796,h
Alaska,7/18/2009,1925,h
Alaska,7/25/2009,1553,h
Alaska,8/1/2009,1487,h
Alaska,8/8/2009,1552,h
Alaska,8/15/2009,1653,h
Alaska,8/22/2009,1869,h
Alaska,8/29/2009,1835,h
Alaska,9/5/2009,1636,h
Alaska,9/12/2009,1960,h
Alaska,9/19/2009,2027,h
Alaska,9/26/2009,2142,h
Alaska,10/3/2009,2840,h
Alaska,10/10/2009,2473,h
Alaska,10/17/2009,2320,h
Alaska,10/24/2009,2432,h
Alaska,10/31/2009,2461,h
Alaska,11/7/2009,2416,h
Alaska,11/14/2009,2629,h
Alaska,11/21/2009,1886,h
Alaska,11/28/2009,2409,h
Alaska,12/5/2009,1979,h
Alaska,12/12/2009,2509,h
Alaska,12/19/2009,2157,h
Alaska,12/26/2009,1671,h
Alaska,1/2/2010,4901,h
Alaska,1/9/2010,3938,h
Alaska,1/16/2010,3145,h
Alaska,1/23/2010,3088,h
Alaska,1/30/2010,2603,h
Alaska,2/6/2010,2368,h
Alaska,2/13/2010,2265,h
Alaska,2/20/2010,2337,h
Alaska,2/27/2010,2345,h
Alaska,3/6/2010,2593,h
Alaska,3/13/2010,2137,h
Alaska,3/20/2010,2196,h
Alaska,3/27/2010,1555,h
Alaska,4/3/2010,3886,h
Alaska,4/10/2010,3117,h
Alaska,4/17/2010,3146,h
Alaska,4/24/2010,2670,h
Alaska,5/1/2010,2261,h
Alaska,5/8/2010,2283,h
Alaska,5/15/2010,2241,h
Alaska,5/22/2010,2294,h
Alaska,5/29/2010,1883,h
Alaska,6/5/2010,2060,h
Alaska,6/12/2010,1818,h
Alaska,6/19/2010,1703,h
Alaska,6/26/2010,1582,h
Alaska,7/3/2010,2308,h
Alaska,7/10/2010,2211,h
Alaska,7/17/2010,2218,h
Alaska,7/24/2010,2044,h
Alaska,7/31/2010,1851,h
Alaska,8/7/2010,1783,h
Alaska,8/14/2010,2008,h
Alaska,8/21/2010,2046,h
Alaska,8/28/2010,2067,h
Alaska,9/4/2010,1969,h
Alaska,9/11/2010,2309,h
Alaska,9/18/2010,2392,h
Alaska,9/25/2010,2668,h
Alaska,10/2/2010,3894,h
Alaska,10/9/2010,3293,h
Alaska,10/16/2010,2975,h
Alaska,10/23/2010,3071,h
Alaska,10/30/2010,3239,h
Alaska,11/6/2010,2895,h
Alaska,11/13/2010,3028,h
Alaska,11/20/2010,2283,h
Alaska,11/27/2010,3144,h
Alaska,12/4/2010,2574,h
Alaska,12/11/2010,2474,h
Alaska,12/18/2010,2151,h
Alaska,12/25/2010,1926,h
Alaska,1/1/2011,4655,h
Alaska,1/8/2011,3756,h
Alaska,1/15/2011,2815,h
Alaska,1/22/2011,2788,h
Alaska,1/29/2011,2400,h
Alaska,2/5/2011,2238,h
Alaska,2/12/2011,2429,h
Alaska,2/19/2011,2169,h
Alaska,2/26/2011,2331,h
Alaska,3/5/2011,2094,h
Alaska,3/12/2011,2149,h
Alaska,3/19/2011,1979,h
Alaska,3/26/2011,1924,h
Alaska,4/2/2011,3634,h
Alaska,4/9/2011,3048,h
Alaska,4/16/2011,2800,h
Alaska,4/23/2011,2595,h
